"","occ_v","occ_z","col_prob_v","surv_prob_v","col_prob_z","surv_prob_z","alpha.psiS","alpha.psiC","alpha.survS","alpha.colS","beta.survS1","beta.colS1","beta.survS2","beta.colS2","alpha.survC","alpha.colC","beta.survC1","beta.colC1","beta.survC2","beta.colC2"
"71",0.999973726248727,0.999999959286263,0.987116619510035,0.999999997660166,0.999999972658856,0.999997896920768,0.667093530658672,0.999998501246074,0.695800854061906,0.921015424170611,0.753955211009204,0.999998501246074,0.429135862688955,0.0208888873041413,0.120887206256481,0.356540361804059,0.195890331858075,0.879805857071077,0.969910225316037,0.156944788988716
"72",0.999999563376009,0.988971422927139,0.999999831628717,0.999956683114457,0.997310198376105,0.777027304370522,0.157933645026027,0.839410548181052,0.194453912717021,0.382828064395527,0.252879115816892,0.839410548181052,0.940924727402721,0.542238836121412,0.615685643445367,0.843919399979124,0.674246042581875,0.418135741582721,0.451346945598892,0.646465756757881
"73",0.999997797278702,0.999711544128032,0.999999349473434,0.999801893473538,0.999979269865319,0.92503622655095,0.243658094874307,0.942602071135872,0.507813105847256,0.224867061199994,0.46072710075533,0.942602071135872,0.484491203495822,0.111633485839899,0.410839206457761,0.396367495042438,0.616930239984984,0.372552246807528,0.0242021009757504,0.225665065458144
"74",0.999832988451403,0.999999998545223,0.970576656956456,0.999999997115382,0.999999999324938,0.999999200249478,0.682541675115794,0.999999655352959,0.0295965200359949,0.690205451304353,0.949130317743748,0.999999655352959,0.00811289791883702,0.606223870851025,0.957892512230131,0.856559931350566,0.1098265700973,0.841926076520413,0.496939774030837,0.740668370903353
"75",0.999999986376431,0.999999718523024,0.999999997331251,0.999998263570513,0.999999905448723,0.999659909368305,0.943543136610931,0.999787168307661,0.279418981490677,0.478980792884153,0.719822793325603,0.999787168307661,0.272931577535145,0.347478738637506,0.210795944479474,0.655268944458171,0.882514615424572,0.57231716536323,0.280860334952511,0.983564473347839
"76",0.999212084613215,0.99995160530535,0.9998294524043,0.874790467466995,0.990031566244273,0.999999997018792,0.472892225400196,0.999999999255743,0.747976820144548,0.951845816692664,0.17468907872948,0.999999999255743,0.730513735099483,0.851639795432401,0.67655309178164,0.131684802154169,0.365263159925358,0.0846272653502397,0.805653280121594,0.485487356884184
"77",0.999999995041484,0.999999885017626,0.999999976065104,0.999999999467381,0.999997211069602,0.999999999685677,0.35042442108812,0.999999999912972,0.144205647986164,0.0687785726341372,0.572206312533106,0.999999999912972,0.627457511451484,0.72039074177166,0.307488323456481,0.506376060139787,0.778998471248704,0.942444910676906,0.151882598571636,0.345989112285099
"78",0.99983103169774,0.997318407673836,0.998853602406756,0.99996218870983,0.925869783362102,0.999983543661994,0.827897806597995,0.99998974920684,0.645776104875925,0.590193374736857,0.0788938291012132,0.99998974920684,0.112182962014578,0.190539120579965,0.795797113869852,0.00384843334458553,0.269243916880012,0.461698863015954,0.623325288088718,0.817917852119389
"79",0.999945851348273,0.999981135151755,0.99998697938617,0.995051859203093,0.999679640776128,0.999999839330318,0.569167824340809,0.999999958620787,0.912000870366084,0.329030388874822,0.327440008422152,0.999999958620787,0.356532127068804,1.01251213198792,0.0683589106099601,0.244599196980425,0.505347669824671,0.226865074375202,0.397709341699512,0.598695077419965
"80",0.997811013197353,0.999999603817586,0.715604129873279,0.999999962487766,0.99999999210396,0.997859149312688,0.11503761287804,0.998828854369651,0.394865797283917,0.840662654940041,0.825341626825053,0.998828854369651,0.869153463977678,0.494953118463823,0.581699471249237,0.723170238020314,0.013043670873237,0.738106252070523,0.888648084499435,0.114935720732681
